Palavra,Importancia_Total
salvar,1.2060707299762412
achava,1.205162341896835
consegui,1.2007063943629654
otimas,1.199402705377841
interior,1.1989744827758253
cheguei,1.1969221354674913
mostrando,1.196172733879072
foco,1.195198617835047
ganham,1.1949559578437576
roca,1.1933551542410874
busca,1.1931166600359513
percebo,1.1908812310640533
duro,1.1907828864153578
valem,1.1884642124621183
errar,1.1864398829850415
quiserem,1.1841112563550096
baixa,1.1829544242966683
ficava,1.1818982453372955
mes,1.1813821219796798
traz,1.179236128034332
consiga,1.1787212687430644
odeio,1.1785244269030477
tratar,1.178062196263427
caridade,1.1764195743028325
publico,1.1763263747889794
trabalhavam,1.1732896589710968
faculdade,1.1725221170865319
recebeu,1.1719115958009347
certas,1.1691852823406892
pagando,1.168577845308848
valia,1.1683037792136797
cerveja,1.1673364686026606
ouvindo,1.1635978722311857
compativel,1.1624314852965942
sabias,1.1622260898964
parceira,1.1614746840197623
assunto,1.1592760558178372
penha,1.158894999207246
alegria,1.1586949484425721
lua,1.1585666549518308
terminou,1.157561807150091
acesso,1.1555137054026978
tema,1.154387865315952
prestam,1.1512184242578039
criticas,1.1506483351932624
leve,1.1505686521316716
decadas,1.1504175198273043
jantar,1.1503891601740006
narcisista,1.147173808533312
ceder,1.1451826118353123
forcar,1.1436904456076493
nascer,1.1434318109289325
carreira,1.1427746166554886
proteger,1.1411501699557918
batalha,1.1409148075662685
historias,1.1402192744452877
torto,1.1401636341588004
historico,1.1396583637431386
rouba,1.1371067999156974
carona,1.1358621462105414
personalidade,1.1353914571226256
nordeste,1.1344672696340077
agem,1.1337775000703516
trabalhador,1.1316935826029288
sobrou,1.1306748102607749
paguei,1.1304680527917537
respondi,1.1277560731795577
19,1.1251796812099966
viajar,1.1213428049437266
intencao,1.1212989834931761
perguntar,1.1206456935758153
banho,1.1193466327889132
conseguiu,1.1161864700788593
usando,1.11575398242384
destruida,1.1085145563341652
vivi,1.1082110050186362
acusacoes,1.104517183306872
entrega,1.1036341219792476
fogo,1.1017681016690415
gastos,1.0996394173584334
roupas,1.0989514714786743
recursos,1.097673896621625
tirou,1.096422712805143
mediana,1.095477960802332
caos,1.0934059115670682
preocupa,1.0914161628997519
funk,1.0913757528599002
deixam,1.0883396967667966
inss,1.086838952499663
muitissimo,1.0839944552521312
eterna,1.0830201355025006
sofrimento,1.0819210607897172
criacao,1.0809281985856087
creio,1.0805355241644201
hospital,1.0790710740594203
abencoado,1.076771262744849
inves,1.07488442910372
importar,1.0741954627168084
falha,1.0736890984326926
carrossel,1.0733601064918363
proibido,1.071528220448712
beneficio,1.0713342505628085
despertar,1.0689316822414667
tristeza,1.0672548003361773
shows,1.0659413617718816
possuem,1.0634699216228594
neto,1.0633335197750715
bolsa,1.0608917799868152
morais,1.057432987997166
aumentar,1.0559779570065648
felicidade,1.0552829591435293
ajudando,1.0525215207424319
amizades,1.0521970967656533
investe,1.050586886579887
dito,1.0479493275291212
durar,1.046991152628702
provedor,1.0447141690505666
belo,1.0433529389558727
famoso,1.0423768083553493
inscrito,1.0406173343961405
tomou,1.0395587389661236
curriculo,1.0382412522660245
exigindo,1.0314427253196046
curto,1.030955982800867
abaixa,1.0296298502944978
prazo,1.0244664572040927
porq,1.0225707903698074
crimes,1.0225195657135973
pudor,1.0221740072348435
trato,1.0204743935341711
estresse,1.0177507270861985
junior,1.016756129674913
morre,1.0161448538263775
completamente,1.0137643664379559
processo,1.0129213149333292
criado,1.0097970831938716
promiscuidade,1.0090474700186682
desenvolvimento,1.0072011149851412
conservador,1.0046723396846668
sozinhos,1.0045460551212244
temor,1.0017129538185183
desejos,1.000593186658095
morte,0.9990380954888282
atrair,0.9921987597159322
encher,0.9915842117684002
pensamentos,0.9907755979116162
pros,0.9907615183821572
material,0.9902679238902019
humilde,0.9877612001025102
atualmente,0.9875265161300566
sertanejo,0.9831766552677104
significado,0.9807063393515772
aplicativo,0.9758927045220188
brancos,0.9707531797615405
comuns,0.968351374577903
branca,0.9670467746776958
situacoes,0.9668468230450791
racismo,0.9657048044895822
vara,0.9622021184669004
grandes,0.9590159196892841
estilo,0.9535871980273538
repetindo,0.9493522938097623
separei,0.9442934167553
proposta,0.9436802396730429
compras,0.9424122637813364
proposito,0.9411923975719497
renda,0.9404440648364571
bolas,0.9388719193689842
curso,0.9344619573800783
dificuldades,0.9290775594695913
defender,0.9271390116946469
registrou,0.9264005171771725
extremamente,0.9243256006965079
status,0.9235943618014664
short,0.9221334448743579
inventar,0.920704163607603
otima,0.9193405871288058
recomendo,0.9179712972815823
filhas,0.9176434786795591
ler,0.917535197154594
face,0.9164429828705071
existencia,0.9158516736565012
erradas,0.9134678728879941
inocentes,0.9124162830305923
peco,0.9079823385474022
conseguia,0.9062508698420046
possa,0.9037254191184111
las,0.9019549664080824
repetir,0.9007780384450633
despesas,0.89871605074222
olham,0.8976984943784891
insano,0.8959822776978335
sucedida,0.8940811020371509
salvo,0.893737638520893
rei,0.8931021813259596
firme,0.8920154544049016
lugares,0.8909484700537755
empresario,0.8898776298768674
referindo,0.8881125967790567
forcando,0.8873458113916265
pergunto,0.885700586687098
tios,0.8741780619067634
discordar,0.8697330098705494
maneira,0.8655542411936247
saudavel,0.8632870878446386
atual,0.862499165277185
deixando,0.8621135203559118
estudando,0.8609357747829355
pediu,0.8479424897593439
obs,0.8463825105247045
liso,0.8451845969302507
morreu,0.8434942048866351
sonhos,0.8430647634196027
motivacao,0.8347505927369974
estudar,0.8304344522957456
barra,0.8298717835343481
aplica,0.8296911478584883
normalmente,0.8285967091080655
reflete,0.8276243524680968
pecado,0.8262913570380959
usuario,0.8252591546703415
lembrem,0.8234161983588786
forever,0.8234035142489722
concurso,0.8192925979134132
enorme,0.8181465404937516
peito,0.8116377999135278
torno,0.8110652344366236
ficamos,0.810223522807396
casas,0.8055056520086838
eua,0.8040693817620567
chego,0.8027225027331119
masculinidade,0.8014675308815947
questoes,0.8010667647239478
fase,0.7995262474211521
autoestima,0.7981315203818627
criam,0.7978813495417443
procure,0.7958478141438949
domestica,0.794041544787093
assumiu,0.7902262220760445
17,0.7899571577914595
detalhe,0.7896288882121183
16,0.7843920581588583
ti,0.7827731825678256
escassez,0.782147001287961
decente,0.7767831731974801
permite,0.7767792126678033
basicamente,0.7675968366576353
infancia,0.7652005484068601
adolescencia,0.7652005484068601
ora,0.7605061421774515
arriscar,0.757461035212712
criados,0.7543915756342779
pessoalmente,0.7517765871185403
masculina,0.7432007153347155
novamente,0.7384326061160308
los,0.7346683496549028
reputacao,0.7329798854848703
afetiva,0.7320255619444453
socio,0.7320255619444453
total,0.7189971653232211
maldade,0.7177464687251824
22,0.7160245663603838
sossego,0.7153224579985211
correndo,0.7152910515194291
justamente,0.7117340723784553
dei,0.7075212529317085
ouvidos,0.706387442289138
lutar,0.7037697858483566
oferecem,0.702002993213848
abusivas,0.694289607129257
serios,0.6867941284216199
carga,0.6840827282759872
rodadas,0.6829920832254448
crescer,0.6563057128708492
revolta,0.6560482492199955
complicada,0.6368653023666913
pagamento,0.6288619349753161
pre,0.6228034852204258
sequer,0.6163626539252792
pregam,0.6016224384242187
toxicas,0.5944275412792026
bater,0.5935971386031161
arrependeu,0.5795865083377658
absolutamente,0.574166085465703
perguntou,0.5708328896869918
vivendo,0.5683811119519194
investir,0.5631100474534645
sagrado,0.5571749209552432
deixe,0.5519722396628818
garotas,0.5513795539125702
conceitos,0.551348281894682
egoistas,0.5279274174205312
trigo,0.5249553895169964
adulterio,0.5128393888497358
churrasco,0.45117295470579677
and,0.40843797539460724
iludam,0.40843797539460724
calvario,0.38603670066587653
sanidade,0.3184140790573555
noites,0.3184140790573555
noivo,0.3184140790573555
suprema,0.3184140790573555
horrores,0.3184140790573555
sono,0.3184140790573555
convicto,0.3184140790573555
identicas,0.3184140790573555
refem,0.3184140790573555
graves,0.3184140790573555
dadiva,0.3184140790573555
tranquilidade,0.3184140790573555
transformada,0.3184140790573555
descobrira,0.3184140790573555
desaparecer,0.2949652946018112
esmagadora,0.2949652946018112
