Palavra,Importancia_Total
aceito,1.4306548136884538
some,1.4248438425016863
carta,1.4243237553066725
praticamente,1.4234260241626349
sente,1.422281028594331
inicio,1.4220404822481745
esforco,1.4218696389337904
liga,1.4202921168902474
heranca,1.4156691681890359
cheia,1.4155562816326621
conquistar,1.4154128149949345
reacao,1.4146609452589325
estoria,1.4139527544282322
carente,1.410316066729783
preferencia,1.410211648248129
torna,1.4074635253356664
igualdade,1.405842861903084
neymar,1.4007314919068359
atitudes,1.3996744768506957
cair,1.39952976809996
rs,1.3993915145185922
piranhas,1.3991237954254148
salario,1.3982681000573731
responsabilidade,1.3972677124425639
fio,1.3947036055633075
evangelico,1.3929431253050102
trabalham,1.3926818518644963
orgulho,1.3924576526317973
morrer,1.3909292100071977
gato,1.389911284290827
levando,1.3889905958073008
defendem,1.3876835634580444
futura,1.3866454866602584
idiota,1.3842612585664975
criou,1.3829739234850171
matar,1.382160282405396
agrega,1.3776605751555526
fiel,1.3773837230647175
desta,1.376933962663506
manter,1.374831670820707
protecao,1.3743190102602314
acordar,1.3742479687854339
comeco,1.3733706452689909
infeliz,1.3731667860729697
branco,1.3712992182264883
roubar,1.3701815143032259
provas,1.3680450051391526
estatal,1.3631917141770398
defende,1.362796776751779
ca,1.3611716285309432
sonho,1.3576833558982757
bosta,1.3572800580269675
primo,1.3563714772462336
gay,1.3530915798107714
advogado,1.3528120621846762
personagem,1.3526874172845809
falsidade,1.3523590390766236
divulgar,1.3518932464893125
fuder,1.3514531564788324
dever,1.3510550572633866
quebrar,1.3506905311101463
alta,1.3504886300197274
acontecendo,1.3503781578941378
namorada,1.3494333177939501
meme,1.3492436723534427
luta,1.3489779168021532
dava,1.3481616506173022
pagaria,1.347249522752455
devemos,1.347166797639356
segundos,1.3446148886842297
europa,1.3404325122529437
nojenta,1.3394161809481586
pix,1.3391882617119146
licao,1.3351973898295781
presentes,1.333777099556839
direitos,1.3312541510356697
sentiu,1.330278227773537
fatos,1.3290740127579275
prato,1.3278910127394619
salva,1.3267970870556465
praia,1.3265687436432505
barriga,1.3258216246519554
fizer,1.3252717179458693
venha,1.325234719262013
jogar,1.322853398824816
suficiente,1.3218944476464316
atraves,1.321234532849786
21,1.31945759247744
uso,1.319151008755865
sacanagem,1.3176597985718792
mel,1.3166448296116626
pa,1.3159814316290956
tira,1.315805753244308
brasileiras,1.3150749872482355
empresas,1.314857818101149
mole,1.3140854532350923
acabam,1.3135038864789124
narcisistas,1.3118040918488099
interesseiras,1.310351379360164
eis,1.3069783573221556
musica,1.3056268683733148
diabo,1.3034531684027588
gostaria,1.299884787334551
atraente,1.2993247552293903
pras,1.298396604775482
emocional,1.2977164536439394
financeiro,1.2967742849585313
ideia,1.2966752650266375
virtude,1.2966689700367497
vagabundas,1.296615823337608
milhoes,1.294560324603997
conhecidos,1.2936689331958164
felipe,1.291777939859604
fundo,1.288602518174905
guerreiros,1.2878876679727411
programa,1.2871853628881569
custo,1.2838665491608534
depressao,1.2837961404697085
fia,1.277982880779704
obrigacao,1.2763428490829198
tamanho,1.275580528230436
continua,1.2731954964345091
adulta,1.2718042693195049
livrar,1.2697783128914013
comecar,1.2684071040325775
episodio,1.2678287850238719
frase,1.2670209181272294
extincao,1.2665357156740837
valorizar,1.2665134590778087
precisando,1.2660216413998302
dona,1.2641624677393313
respeitar,1.2639772657332806
jogando,1.2634393818458454
desempregado,1.261646078126493
violencia,1.2610248115540428
imagine,1.2607094674997927
turma,1.2581288468769087
lavar,1.2572447460886482
longo,1.2547460153779533
apanhar,1.253891185483262
medio,1.2529934422616653
35,1.2523377361921517
lindas,1.252046414309297
largou,1.2514763993119968
ganhe,1.2510629019936061
restaurante,1.251059465466769
personal,1.250820506429044
compromisso,1.2485760182363448
estudo,1.2469387570289259
sabemos,1.2467390927437698
tb,1.2455710775583224
cedo,1.2451007540396384
decisao,1.243268592438626
trabalhando,1.2408029369264566
evitar,1.239904147418462
voltou,1.238222800018593
argumentos,1.2357267233314384
criticam,1.2343873706997885
bonzinho,1.2337886842088672
considerado,1.2325692094061302
solteiras,1.232038362375409
mete,1.2277226264260774
gastei,1.2271380790781674
modelo,1.2266262794116185
oportunidade,1.2261421296486867
quebrada,1.2254081925851246
psiquiatra,1.2244738584782413
pensamento,1.2217132844297087
tornar,1.2214035785156783
redpill,1.2210442450486392
populacao,1.2209786593284742
servir,1.220782576272296
apesar,1.2202718925321943
adiantar,1.2186880896994379
alerta,1.2169786702669287
sujo,1.2166532255814309
mgtow,1.21633049229086
tv,1.2162641038838804
psicologicamente,1.2159853333800035
deusa,1.2158216335952083
saem,1.2157566329150526
pensam,1.2155207888903288
dependente,1.214112917573409
argumento,1.2135110661653592
excecao,1.2125249222408065
reclamam,1.2119956685979787
gera,1.2114426977533745
humor,1.2114237714842224
satisfeito,1.21091957283194
usam,1.2094340645765425
aprender,1.2093642889476377
pratica,1.208992857765633
receber,1.2079181524785287
chegam,1.2067355967859605
acusado,1.2042865091835564
espera,1.203568487110645
porcaria,1.2025061641983528
drogas,1.2021960943576722
convidados,1.200491578714086
lindos,1.2002499424480613
logico,1.1969696409275368
envolver,1.196911053740643
curtir,1.1961573625296622
tatuado,1.1954516190405582
jr,1.1949144813033152
medico,1.192941294513385
capaz,1.1929349906900113
apoio,1.1927261730958296
lo,1.1922689907419113
honra,1.1902368588543368
dignissimas,1.1902335007069302
pobres,1.190195749878744
gas,1.188729049246886
beijar,1.188454483924907
quanta,1.1850949917908418
minas,1.1846573274174843
lar,1.1815744182176549
relato,1.1814732075502192
chata,1.1800455237390706
encontra,1.1768101216213604
conteudos,1.1763775259233804
antiotario,1.1746416673447149
motivos,1.1726883790942995
admiro,1.172604577843249
casais,1.1716897508812374
independente,1.1708157806662363
burra,1.1705451218410676
privada,1.1687374628352858
dificuldade,1.168402329321517
frases,1.1681956137867522
incrivel,1.1676879086982441
saibam,1.1673946847170507
cambada,1.1662399802712575
chorando,1.1628688841411936
tornando,1.162670386863466
humilhando,1.1622730098409
tio,1.1617898508330309
portanto,1.159997300613317
comum,1.1595656950435154
metade,1.159287696375323
tocou,1.1588449025049576
diferenca,1.1551814445988722
ridiculo,1.1545251842349642
brasileira,1.1537652735373738
raro,1.1516708892060517
tradicionais,1.1515328832118716
lista,1.1514778855366594
rosto,1.149945893328712
doente,1.148506460878646
destruir,1.147567598823053
sub,1.1470311985520645
partes,1.146469889715405
copo,1.1453022563988247
terminei,1.1436628475067663
instagram,1.1428821616420004
classe,1.1424453549059785
julgar,1.1395285268153772
voltando,1.1372882467504257
levam,1.136910364220046
sala,1.1368949477079255
conseguem,1.1348796321578032
casados,1.1315933073772464
agente,1.13143426672614
judiciario,1.1313842879054072
11,1.1304663435315194
assuma,1.1274318014165972
desgraca,1.125996273110613
sentir,1.125379459985947
maravilhosa,1.124555360322319
criada,1.1244492659948857
serie,1.1214483200921916
ontem,1.1195479018329286
dica,1.118651531311652
assume,1.1186073658618667
15,1.1155072855965473
governo,1.1137701829337292
patrimonio,1.1135990364674409
vim,1.1124721349324949
alias,1.1120199365012762
questionar,1.1104742660332676
escolher,1.109180246761461
disney,1.1077225952480823
aprendi,1.1068263275733614
filmes,1.106620300424373
claramente,1.1031440463775506
cuidando,1.1012827853823026
vaza,1.0996651491696041
recebeu,1.0991836482840833
desculpa,1.0983861675233322
filosofos,1.098194522523146
trabalhadores,1.0974356467754303
condicao,1.0973372194245719
quente,1.0971629573432253
media,1.0968784540669485
lembro,1.0943669717004458
desejo,1.0940931176780093
definir,1.0919108524388323
especie,1.0917691967721967
casinha,1.0913672249018311
financeiramente,1.0912338430241535
fisica,1.090519329612887
norte,1.0894855335328733
certas,1.085543361425125
aposentar,1.0843186866240722
escolhe,1.0841619996573635
percebo,1.0841382185172777
erros,1.0825123886625132
buraco,1.080224754600308
verem,1.0799934512678324
ganham,1.0792227507125451
vender,1.073516515674227
sigo,1.0731887784879848
linha,1.0724205640094884
valorizam,1.0709796069624853
busca,1.0704501736850744
chorar,1.069719964372059
machado,1.06839684204195
saia,1.0665715771274638
destroi,1.0641988393371646
18,1.0626408331859132
arvore,1.0623131702170037
principal,1.061943914245428
mudou,1.0600662026204422
credito,1.0579344474219883
egoista,1.0560504504716115
terminar,1.0555563643298396
achou,1.0555524717060558
ap,1.0553886248551776
yt,1.052203822992942
oposto,1.0516514467637734
tentando,1.0516335662763727
cadeia,1.0514084281547773
galera,1.0487293765279238
postando,1.048477870153564
expor,1.0462997204605813
semana,1.045529997055648
responsabilidades,1.0436189181268134
exigencias,1.0429341122615303
salvar,1.041641059309648
responde,1.0403955718155562
relacionado,1.039890846894124
interior,1.0391292446144218
acordo,1.0385822035410346
valem,1.0383721406180864
vista,1.0376938518061065
carrossel,1.0374987331749206
siga,1.0371570238958179
ar,1.035705476707986
adolescente,1.0354981423772514
percebeu,1.0353647877159404
traz,1.0352312961935077
ideias,1.033711609729676
vagabunda,1.0337038084905896
cheguei,1.0332709027911244
unha,1.0329372972771507
perfeitamente,1.0323638664484116
otimas,1.0312726278041338
descer,1.0303056465940839
critica,1.0293874655781357
conversar,1.0259150614208705
cerveja,1.0255516759133456
importar,1.0248153115946692
fisico,1.0225320595522827
pagando,1.021814253495751
faculdade,1.0204934910283483
continuo,1.0194321534121404
logica,1.0184153134363323
gostamos,1.0158802470504908
perdem,1.0138133038460526
crer,1.0101837782352678
corta,1.010149035398162
escolheu,1.009303752901956
leve,1.0092156201589282
bancar,1.0068351158279754
confia,1.0046724340598914
jantar,1.0043660443244855
cha,1.0037667634356864
princesa,1.0037056329555478
recursos,1.0030629319513413
carnaval,1.002279023801351
alegria,0.9982129947063861
experiencia,0.9971225004113757
perguntar,0.9951553278461104
mesmos,0.9950858580902151
moto,0.9935090040128193
precisar,0.9934269605286026
www,0.9931586233354605
confio,0.9913960922559814
nobre,0.9913702811051777
destruida,0.9893250173976469
mandou,0.9859122055537581
conservadores,0.9855600218410052
agir,0.9839615386887518
assunto,0.9833734730141626
detalhes,0.9815092072291817
despertar,0.9814179098908422
caridade,0.9814130695822505
agressao,0.980599946143723
consiga,0.9790583279683897
paguei,0.9787703016719755
aproveita,0.9779333585397483
parceira,0.9774449186935622
trabalhavam,0.9773617104564929
aplicar,0.9766711130456308
errar,0.9750747640955512
cultura,0.9737821939366942
conseguiu,0.9730572599634366
criando,0.9730284059046308
resultado,0.9721854459150496
emocionados,0.9717053098144366
consegui,0.9708646199393938
preocupa,0.9702797144435954
funcao,0.969306148656432
creio,0.9690118690310311
banho,0.9689269490384582
julga,0.9677093598431444
intencao,0.9674576256041905
numero,0.9640988147800396
penha,0.9634747994085316
amizades,0.9632240151913278
proteger,0.9631470142977601
falha,0.9628743870446077
segunda,0.9591952601037108
vantagem,0.9579802359784544
provedor,0.9578648281202247
sabias,0.9570094474278815
rouba,0.9548697167287253
pago,0.9546745859596619
ficava,0.9544121679877127
gastos,0.9519607469433338
emocoes,0.9511828499382378
objetivos,0.9496089785494823
nascer,0.9483331995951286
entenda,0.947907382935056
historico,0.9468201121994406
compativel,0.9465381788916752
hospital,0.9454800259586316
personalidade,0.9446695022727649
baixa,0.9446640672060208
roca,0.9446102526892965
valia,0.9430584988786742
odeio,0.9428866342402358
credo,0.9384631087151075
lua,0.9369067171661061
mostrando,0.936742424558257
proibido,0.9361301421490407
tomou,0.9356929644070564
ajudando,0.9354901061865717
duro,0.9354555536734481
prestam,0.934354041276349
ordinaria,0.9339071020403801
batalha,0.9326525236874144
acredite,0.9323271869055444
mes,0.9280172403778363
neto,0.9264689568641014
levanta,0.925226419286717
funk,0.9237355148123406
fara,0.9233918155829006
resolve,0.9220245885404174
dito,0.9212943385782093
sobrou,0.9208024288715871
acesso,0.9202522559970666
19,0.9194244611355971
mediana,0.9179510061086467
pedi,0.9178008485053648
prefere,0.9166034963107392
carreira,0.9139262237631931
caos,0.9129590642306784
publico,0.912025347806632
quiserem,0.9110965481176676
acusacoes,0.9105453831927148
barzinho,0.9077553421646267
junior,0.905257308413717
inves,0.90522587425857
historias,0.9042760155254943
materia,0.9029164700673956
trabalhador,0.8983578791505605
controle,0.8946436754574756
temor,0.8921276549814264
agem,0.8911502517066829
deixam,0.8901711133422818
eterna,0.8898862971325275
aplicativo,0.8888392906703826
sertanejo,0.8875202261213331
fale,0.8867703235039112
carona,0.8854098355512026
branca,0.8849107018786978
prestar,0.8843017532351213
viajar,0.883738159874166
sobe,0.8837341095078247
brancos,0.8832734083081144
muda,0.8822727187640371
entrega,0.882135066782704
achava,0.8820277115078778
criacao,0.8819710396314475
roupas,0.8786620291323775
abencoado,0.8785993024481633
ceder,0.8767175019016953
ouvindo,0.8765054368380389
criticas,0.8756663712542746
possuem,0.8748928541168559
famoso,0.8741192673224372
inscrito,0.8738864279274903
terminou,0.8738120947287262
foco,0.8729522688365623
tema,0.8721944983069639
porq,0.8707811765485141
inss,0.8679496809657479
narcisista,0.8630489465813801
tristeza,0.8591238512138655
decadas,0.8580371945948915
forcar,0.8578933041982453
abaixa,0.8549436252827793
shows,0.8546608364701347
belo,0.8521187847878111
processo,0.8504333861378846
desenvolvimento,0.8500286890288693
ler,0.8495405866687776
entregar,0.8481051791377241
nordeste,0.8472742615105799
filhas,0.8464177731092648
fogo,0.8453604556657451
tirou,0.8446797949168294
podia,0.842480800263416
respondi,0.8422808800698862
compras,0.841489302580012
humilde,0.8399529391078264
felicidade,0.839329719690487
desejos,0.8383954954244442
estresse,0.8381903116139489
significado,0.8371464385956402
investe,0.8371073759794031
viagem,0.8368128542219048
sofrimento,0.8332377421690809
podera,0.8316483879904003
vivi,0.830725403420117
mto,0.828862982519255
racismo,0.8233419767208614
bolsa,0.8206200406283697
estilo,0.8198448161107423
aumentar,0.8197418379864003
exigindo,0.8181097353678405
crimes,0.815253226694627
pros,0.814092012544549
extremamente,0.8120810367126138
face,0.8119354067463006
torto,0.8110306678601353
conservador,0.8092458102496627
trato,0.8059505209142406
saudavel,0.805677579516623
atualmente,0.8056450865784676
durar,0.8052771427740304
curso,0.8037926779497824
tratar,0.8030020545997067
curto,0.7992352159343568
defender,0.797671403406624
muitissimo,0.7925258331994789
ultima,0.7904856062235374
situacoes,0.7887287730601283
usando,0.7883878639705009
comuns,0.7873776374452566
criado,0.7865442243402322
morais,0.7845306328458279
possa,0.7844203070216561
encher,0.7837574802354114
renda,0.7787687240403499
sucedida,0.7769043444275839
repetindo,0.7767914481879545
prazo,0.7762160960737668
terceira,0.7753092869285387
grandes,0.7745002572542066
morte,0.7728290985603502
despesas,0.7679537130548987
passam,0.7662812515739035
atrair,0.764784646521461
completamente,0.7616914489165392
promiscuidade,0.759469860773124
firme,0.7582732232104716
pudor,0.7579137444261874
forever,0.7576116551346098
proposta,0.7549194773959822
material,0.754073953595123
pensamentos,0.7503740620136727
aproveitar,0.7470184887412312
short,0.7461406556899238
registrou,0.7458280917354034
morre,0.7448814873555187
beneficio,0.7432087219813911
conseguia,0.7388442278925569
curriculo,0.7364244331559313
sozinhos,0.7316766779171385
insano,0.7313031451348636
usuario,0.7297843562095652
forcando,0.7281458207610892
rei,0.7229004051286176
durante,0.7197670596027932
recomendo,0.7184218592852716
las,0.7157437047171386
repetir,0.7144504991058105
salvo,0.7137926842618145
existencia,0.7134265365358946
maneira,0.7115800347823563
peco,0.7113469407992213
inocentes,0.7107410495888579
dificuldades,0.7099677593116429
separei,0.7086052541269192
inventar,0.7071060790239687
eua,0.7062941515211848
estara,0.7046290038493633
menor,0.703157080831306
casas,0.6993407493588438
lembrem,0.6993060087926373
iguais,0.6980210590089412
morreu,0.6973362240712958
assumiu,0.6952683573765697
status,0.6922886938222765
otima,0.6903812630078248
quarto,0.6897441403661752
normalmente,0.688449947119361
lugares,0.687864211610246
proposito,0.6852001894814481
adolescencia,0.6783957545935781
infancia,0.6783957545935781
bolas,0.6727690439785583
atual,0.6726589658998414
motivacao,0.6724300044519723
discordar,0.6688747901941704
diante,0.667872562150467
enorme,0.6677386451227126
deixando,0.6668816712363881
erradas,0.6650867965747351
autoestima,0.6630401302383442
masculinidade,0.6607260525689166
masculina,0.6568984203072281
barra,0.6554063516612112
tios,0.6553956349436927
referindo,0.6546402477021678
detalhe,0.6535975271708165
criados,0.6481399735826385
liso,0.6470063658543855
pecado,0.6452957703822114
reputacao,0.6435363458496911
domestica,0.6430910470687259
afetiva,0.6396155276059224
socio,0.6396155276059224
estudando,0.639519744942198
arriscar,0.6392217285532487
sonhos,0.6382163425685433
17,0.6377638287836264
criam,0.6366771133911099
vara,0.6343576092343987
unicas,0.6332093665758063
faziam,0.6327824074012898
aplica,0.6293295211981462
obs,0.6293047146844802
empresario,0.6289220120417938
16,0.6279185684999251
justamente,0.6250142660907229
permite,0.6209280877443284
abusivas,0.6176245764373897
olham,0.6167821645805359
pessoalmente,0.6162300214946852
reflete,0.6157183157388046
viram,0.6119949078473835
basicamente,0.6090159423931664
ora,0.6081545229154681
pergunto,0.6053785054923857
chego,0.6045804988190334
los,0.6042957069357358
pediu,0.6033115723987806
fase,0.6023011201887871
decente,0.597485592335703
concurso,0.5964474177369884
sossego,0.5926242982143191
estudar,0.5920048055231801
procure,0.5904734576499451
ti,0.5885256965813599
necessario,0.5880593975513153
passaram,0.5861059220048355
maldade,0.5845493016215493
peito,0.5840250070951017
lutar,0.5837533350915646
torno,0.5829713431053579
escassez,0.5725560533648238
correndo,0.5718908366210654
serios,0.5608855776753872
ficamos,0.55904504113871
questoes,0.5584250709841043
rodadas,0.5505927400344279
ouvidos,0.5496498554497452
22,0.5487333222180966
dei,0.5468785052853404
dizem,0.545179284370663
revolta,0.5404590034479548
carga,0.5389207441801588
total,0.5374752731874477
novamente,0.5351016599443794
toxicas,0.531281352693697
oferecem,0.5187559644832289
crescer,0.5129770232179345
sequer,0.5106079590335848
pagamento,0.482588899706377
pregam,0.4818798599566375
bater,0.4805945377868883
complicada,0.4750248732633652
garotas,0.47198733859203973
investir,0.4634407410239482
pre,0.4606008884725646
deixe,0.45919331089192594
sagrado,0.4554106024419322
absolutamente,0.4551105821725038
arrependeu,0.4513725190852336
vivendo,0.44912718375027283
conceitos,0.4402236849870788
egoistas,0.43589300036191253
adulterio,0.42323961454160824
perguntou,0.42199760085806837
iludam,0.36508450433948203
and,0.36508450433948203
trigo,0.35424351414385447
calvario,0.34933030175608126
churrasco,0.3338513864556486
sanidade,0.2876282477370825
suprema,0.2876282477370825
sono,0.2876282477370825
convicto,0.2876282477370825
identicas,0.2876282477370825
dadiva,0.2876282477370825
tranquilidade,0.2876282477370825
transformada,0.2876282477370825
noivo,0.2876282477370825
horrores,0.2876282477370825
graves,0.2876282477370825
refem,0.2876282477370825
descobrira,0.2876282477370825
noites,0.2876282477370825
desaparecer,0.2605916793725705
esmagadora,0.2605916793725705
